
90.0,128.0,43.0,86.0,129.0,85.0,60.0
90.0,127.0,43.0,86.0,129.0,85.0,60.0
90.0,126.0,43.0,86.0,129.0,85.0,60.0
90.0,125.0,43.0,86.0,129.0,85.0,60.0
90.0,124.0,44.0,86.0,129.0,85.0,60.0
90.0,123.0,44.0,86.0,130.0,85.0,60.0
90.0,122.0,44.0,85.0,130.0,85.0,60.0
90.0,121.0,44.0,84.0,130.0,85.0,60.0
90.0,120.0,45.0,84.0,130.0,85.0,60.0
90.0,119.0,45.0,84.0,130.0,85.0,60.0
90.0,117.0,45.0,83.0,131.0,85.0,60.0
90.0,116.0,46.0,83.0,131.0,85.0,60.0
90.0,115.0,46.0,83.0,131.0,85.0,60.0
89.0,114.0,46.0,82.0,131.0,85.0,60.0
89.0,113.0,47.0,81.0,131.0,85.0,60.0
89.0,111.0,47.0,81.0,131.0,85.0,60.0
88.0,111.0,48.0,81.0,131.0,85.0,60.0
88.0,109.0,48.0,80.0,131.0,85.0,60.0
87.0,107.0,48.0,80.0,131.0,85.0,60.0
87.0,106.0,48.0,79.0,131.0,85.0,61.0
86.0,103.0,49.0,79.0,131.0,84.0,61.0
86.0,102.0,49.0,79.0,130.0,84.0,61.0
85.0,100.0,49.0,79.0,130.0,84.0,61.0
85.0,100.0,49.0,79.0,130.0,84.0,61.0
85.0,99.0,49.0,79.0,130.0,84.0,61.0
85.0,97.0,49.0,79.0,130.0,84.0,61.0
85.0,97.0,49.0,79.0,130.0,85.0,60.0
85.0,95.0,49.0,79.0,130.0,85.0,60.0
85.0,94.0,49.0,79.0,130.0,85.0,60.0
85.0,93.0,49.0,80.0,129.0,85.0,61.0
86.0,93.0,49.0,80.0,129.0,85.0,60.0
86.0,93.0,49.0,80.0,129.0,85.0,60.0
86.0,94.0,50.0,80.0,129.0,85.0,60.0
86.0,94.0,50.0,80.0,129.0,85.0,60.0
86.0,94.0,50.0,80.0,129.0,85.0,60.0
86.0,95.0,50.0,80.0,129.0,85.0,60.0
86.0,95.0,49.0,80.0,129.0,85.0,60.0
86.0,95.0,49.0,80.0,129.0,86.0,60.0
85.0,95.0,49.0,80.0,129.0,86.0,60.0
85.0,95.0,48.0,79.0,129.0,85.0,60.0
85.0,95.0,48.0,79.0,129.0,85.0,60.0
85.0,95.0,48.0,79.0,128.0,85.0,60.0
85.0,95.0,48.0,79.0,128.0,85.0,60.0
85.0,95.0,48.0,80.0,128.0,85.0,60.0
85.0,95.0,48.0,80.0,128.0,85.0,60.0
85.0,95.0,48.0,80.0,127.0,85.0,60.0
85.0,95.0,48.0,80.0,127.0,85.0,60.0
85.0,95.0,49.0,80.0,127.0,86.0,60.0
85.0,95.0,49.0,80.0,126.0,86.0,60.0
85.0,95.0,49.0,80.0,126.0,86.0,60.0
85.0,95.0,49.0,80.0,126.0,86.0,60.0
85.0,95.0,49.0,80.0,126.0,86.0,60.0
85.0,95.0,49.0,80.0,126.0,86.0,60.0
85.0,95.0,49.0,80.0,126.0,86.0,60.0
85.0,95.0,49.0,80.0,126.0,85.0,60.0
85.0,95.0,49.0,80.0,127.0,85.0,60.0
86.0,95.0,50.0,80.0,127.0,85.0,60.0
86.0,95.0,50.0,80.0,127.0,85.0,60.0
86.0,94.0,50.0,80.0,127.0,85.0,60.0
86.0,94.0,50.0,80.0,126.0,85.0,60.0
86.0,93.0,50.0,81.0,125.0,85.0,60.0
86.0,93.0,50.0,81.0,125.0,85.0,60.0
86.0,92.0,50.0,81.0,124.0,85.0,60.0
85.0,91.0,50.0,81.0,124.0,85.0,60.0
85.0,91.0,50.0,81.0,124.0,85.0,60.0
85.0,90.0,50.0,81.0,123.0,85.0,60.0
85.0,90.0,50.0,81.0,122.0,85.0,60.0
85.0,88.0,50.0,82.0,122.0,85.0,60.0
85.0,88.0,50.0,82.0,121.0,85.0,60.0
85.0,86.0,50.0,82.0,120.0,85.0,60.0
86.0,86.0,50.0,82.0,119.0,85.0,60.0
86.0,85.0,50.0,82.0,119.0,85.0,60.0
86.0,85.0,50.0,82.0,119.0,84.0,60.0
86.0,84.0,50.0,82.0,119.0,84.0,61.0
86.0,84.0,50.0,82.0,120.0,84.0,61.0
85.0,84.0,51.0,82.0,121.0,84.0,61.0
85.0,84.0,51.0,82.0,121.0,84.0,61.0
85.0,84.0,51.0,82.0,121.0,84.0,61.0
84.0,84.0,51.0,82.0,122.0,84.0,61.0
84.0,84.0,51.0,83.0,123.0,84.0,61.0
84.0,84.0,51.0,83.0,123.0,84.0,61.0
84.0,84.0,52.0,83.0,124.0,84.0,61.0
83.0,84.0,52.0,84.0,124.0,84.0,61.0
83.0,84.0,52.0,84.0,124.0,84.0,61.0
83.0,84.0,52.0,84.0,125.0,84.0,61.0
83.0,84.0,53.0,84.0,125.0,84.0,61.0
83.0,84.0,53.0,84.0,126.0,84.0,61.0
83.0,84.0,53.0,84.0,127.0,84.0,61.0
83.0,84.0,54.0,84.0,128.0,84.0,61.0
84.0,85.0,54.0,83.0,130.0,84.0,61.0
84.0,85.0,54.0,83.0,130.0,85.0,60.0
84.0,85.0,53.0,83.0,131.0,85.0,60.0
84.0,86.0,53.0,83.0,131.0,85.0,60.0
84.0,86.0,53.0,83.0,131.0,85.0,60.0
85.0,86.0,53.0,83.0,132.0,85.0,60.0
85.0,86.0,53.0,83.0,133.0,86.0,60.0
85.0,86.0,53.0,83.0,133.0,86.0,60.0
85.0,86.0,53.0,83.0,133.0,86.0,60.0
86.0,86.0,52.0,83.0,133.0,86.0,60.0
86.0,86.0,52.0,83.0,133.0,86.0,60.0
86.0,85.0,52.0,83.0,133.0,86.0,60.0
86.0,85.0,52.0,84.0,132.0,86.0,60.0
86.0,85.0,52.0,84.0,131.0,86.0,60.0
86.0,85.0,51.0,84.0,131.0,86.0,60.0
87.0,84.0,51.0,84.0,131.0,86.0,60.0
87.0,84.0,51.0,84.0,130.0,86.0,60.0
